,Datum,Weekday,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche,AverageTemp,Temp_Deviation,Temp_vs_Avg,Weather_Impression,Is_Holiday
10008,2019-04-29,Monday,3.0,13.61,12,10.0,,,,0.0,13.66964705882353,-0.0596470588235309,Normal,good,0
15827,2019-04-30,Tuesday,6.0,17.65,11,0.0,,Brot,,0.0,13.66964705882353,3.980352941176468,Significantly warmer,very good,0
15828,2019-04-30,Tuesday,6.0,17.65,11,0.0,,Brötchen,,0.0,13.66964705882353,3.980352941176468,Significantly warmer,very good,0
15829,2019-04-30,Tuesday,6.0,17.65,11,0.0,,Croissant,,0.0,13.66964705882353,3.980352941176468,Significantly warmer,very good,0
15830,2019-04-30,Tuesday,6.0,17.65,11,0.0,,Konditorei,,0.0,13.66964705882353,3.980352941176468,Significantly warmer,very good,0
15831,2019-04-30,Tuesday,6.0,17.65,11,0.0,,Kuchen,,0.0,13.66964705882353,3.980352941176468,Significantly warmer,very good,0
15832,2019-04-30,Tuesday,6.0,17.65,11,0.0,,Saisonbrot,,0.0,13.66964705882353,3.980352941176468,Significantly warmer,very good,0
10009,2019-04-30,Tuesday,6.0,17.65,11,0.0,,,,0.0,13.66964705882353,3.980352941176468,Significantly warmer,very good,0
15833,2019-05-01,Wednesday,7.0,9.26,15,20.0,,Brot,,0.0,13.66964705882353,-4.409647058823531,Significantly colder,okay,1
15834,2019-05-01,Wednesday,7.0,9.26,15,20.0,,Brötchen,,0.0,13.66964705882353,-4.409647058823531,Significantly colder,okay,1
15835,2019-05-01,Wednesday,7.0,9.26,15,20.0,,Croissant,,0.0,13.66964705882353,-4.409647058823531,Significantly colder,okay,1
15836,2019-05-01,Wednesday,7.0,9.26,15,20.0,,Konditorei,,0.0,13.66964705882353,-4.409647058823531,Significantly colder,okay,1
15837,2019-05-01,Wednesday,7.0,9.26,15,20.0,,Kuchen,,0.0,13.66964705882353,-4.409647058823531,Significantly colder,okay,1
15838,2019-05-01,Wednesday,7.0,9.26,15,20.0,,Saisonbrot,,0.0,13.66964705882353,-4.409647058823531,Significantly colder,okay,1
10010,2019-05-01,Wednesday,7.0,9.26,15,20.0,,,,0.0,13.66964705882353,-4.409647058823531,Significantly colder,okay,1
15839,2019-05-02,Thursday,7.0,8.95,16,61.0,,Brot,,0.0,13.66964705882353,-4.719647058823531,Significantly colder,okay,0
15840,2019-05-02,Thursday,7.0,8.95,16,61.0,,Brötchen,,0.0,13.66964705882353,-4.719647058823531,Significantly colder,okay,0
15841,2019-05-02,Thursday,7.0,8.95,16,61.0,,Croissant,,0.0,13.66964705882353,-4.719647058823531,Significantly colder,okay,0
15842,2019-05-02,Thursday,7.0,8.95,16,61.0,,Konditorei,,0.0,13.66964705882353,-4.719647058823531,Significantly colder,okay,0
15843,2019-05-02,Thursday,7.0,8.95,16,61.0,,Kuchen,,0.0,13.66964705882353,-4.719647058823531,Significantly colder,okay,0
15844,2019-05-02,Thursday,7.0,8.95,16,61.0,,Saisonbrot,,0.0,13.66964705882353,-4.719647058823531,Significantly colder,okay,0
10011,2019-05-02,Thursday,7.0,8.95,16,61.0,,,,0.0,13.66964705882353,-4.719647058823531,Significantly colder,okay,0
15845,2019-05-03,Friday,6.0,8.76,18,21.0,,Brot,,0.0,13.66964705882353,-4.909647058823531,Significantly colder,okay,0
15846,2019-05-03,Friday,6.0,8.76,18,21.0,,Brötchen,,0.0,13.66964705882353,-4.909647058823531,Significantly colder,okay,0
15847,2019-05-03,Friday,6.0,8.76,18,21.0,,Croissant,,0.0,13.66964705882353,-4.909647058823531,Significantly colder,okay,0
15848,2019-05-03,Friday,6.0,8.76,18,21.0,,Konditorei,,0.0,13.66964705882353,-4.909647058823531,Significantly colder,okay,0
15849,2019-05-03,Friday,6.0,8.76,18,21.0,,Kuchen,,0.0,13.66964705882353,-4.909647058823531,Significantly colder,okay,0
15850,2019-05-03,Friday,6.0,8.76,18,21.0,,Saisonbrot,,0.0,13.66964705882353,-4.909647058823531,Significantly colder,okay,0
10012,2019-05-03,Friday,6.0,8.76,18,21.0,,,,0.0,13.66964705882353,-4.909647058823531,Significantly colder,okay,0
15851,2019-05-04,Saturday,5.0,7.3,15,61.0,,Brot,,0.0,13.66964705882353,-6.3696470588235305,Significantly colder,okay,0
15852,2019-05-04,Saturday,5.0,7.3,15,61.0,,Brötchen,,0.0,13.66964705882353,-6.3696470588235305,Significantly colder,okay,0
15853,2019-05-04,Saturday,5.0,7.3,15,61.0,,Croissant,,0.0,13.66964705882353,-6.3696470588235305,Significantly colder,okay,0
15854,2019-05-04,Saturday,5.0,7.3,15,61.0,,Konditorei,,0.0,13.66964705882353,-6.3696470588235305,Significantly colder,okay,0
15855,2019-05-04,Saturday,5.0,7.3,15,61.0,,Kuchen,,0.0,13.66964705882353,-6.3696470588235305,Significantly colder,okay,0
15856,2019-05-04,Saturday,5.0,7.3,15,61.0,,Saisonbrot,,0.0,13.66964705882353,-6.3696470588235305,Significantly colder,okay,0
10013,2019-05-04,Saturday,5.0,7.3,15,61.0,,,,0.0,13.66964705882353,-6.3696470588235305,Significantly colder,okay,0
15857,2019-05-05,Sunday,5.0,10.69,15,0.0,,Brot,,0.0,13.66964705882353,-2.979647058823531,Significantly colder,very good,0
15858,2019-05-05,Sunday,5.0,10.69,15,0.0,,Brötchen,,0.0,13.66964705882353,-2.979647058823531,Significantly colder,very good,0
15859,2019-05-05,Sunday,5.0,10.69,15,0.0,,Croissant,,0.0,13.66964705882353,-2.979647058823531,Significantly colder,very good,0
15860,2019-05-05,Sunday,5.0,10.69,15,0.0,,Konditorei,,0.0,13.66964705882353,-2.979647058823531,Significantly colder,very good,0
15861,2019-05-05,Sunday,5.0,10.69,15,0.0,,Kuchen,,0.0,13.66964705882353,-2.979647058823531,Significantly colder,very good,0
15862,2019-05-05,Sunday,5.0,10.69,15,0.0,,Saisonbrot,,0.0,13.66964705882353,-2.979647058823531,Significantly colder,very good,0
10014,2019-05-05,Sunday,5.0,10.69,15,0.0,,,,0.0,13.66964705882353,-2.979647058823531,Significantly colder,very good,0
15863,2019-05-06,Monday,3.0,9.16,18,61.0,,Brot,,0.0,15.136938775510204,-5.976938775510204,Significantly colder,okay,0
15864,2019-05-06,Monday,3.0,9.16,18,61.0,,Brötchen,,0.0,15.136938775510204,-5.976938775510204,Significantly colder,okay,0
15865,2019-05-06,Monday,3.0,9.16,18,61.0,,Croissant,,0.0,15.136938775510204,-5.976938775510204,Significantly colder,okay,0
15866,2019-05-06,Monday,3.0,9.16,18,61.0,,Konditorei,,0.0,15.136938775510204,-5.976938775510204,Significantly colder,okay,0
15867,2019-05-06,Monday,3.0,9.16,18,61.0,,Kuchen,,0.0,15.136938775510204,-5.976938775510204,Significantly colder,okay,0
15868,2019-05-06,Monday,3.0,9.16,18,61.0,,Saisonbrot,,0.0,15.136938775510204,-5.976938775510204,Significantly colder,okay,0
10015,2019-05-06,Monday,3.0,9.16,18,61.0,,,,0.0,15.136938775510204,-5.976938775510204,Significantly colder,okay,0
15869,2019-05-07,Tuesday,3.0,9.66,14,21.0,,Brot,,0.0,15.136938775510204,-5.476938775510204,Significantly colder,okay,0
15870,2019-05-07,Tuesday,3.0,9.66,14,21.0,,Brötchen,,0.0,15.136938775510204,-5.476938775510204,Significantly colder,okay,0
15871,2019-05-07,Tuesday,3.0,9.66,14,21.0,,Croissant,,0.0,15.136938775510204,-5.476938775510204,Significantly colder,okay,0
15872,2019-05-07,Tuesday,3.0,9.66,14,21.0,,Konditorei,,0.0,15.136938775510204,-5.476938775510204,Significantly colder,okay,0
15873,2019-05-07,Tuesday,3.0,9.66,14,21.0,,Kuchen,,0.0,15.136938775510204,-5.476938775510204,Significantly colder,okay,0
15874,2019-05-07,Tuesday,3.0,9.66,14,21.0,,Saisonbrot,,0.0,15.136938775510204,-5.476938775510204,Significantly colder,okay,0
10016,2019-05-07,Tuesday,3.0,9.66,14,21.0,,,,0.0,15.136938775510204,-5.476938775510204,Significantly colder,okay,0
15875,2019-05-08,Wednesday,6.0,12.81,8,61.0,,Brot,,0.0,15.136938775510204,-2.326938775510204,Significantly colder,okay,0
15876,2019-05-08,Wednesday,6.0,12.81,8,61.0,,Brötchen,,0.0,15.136938775510204,-2.326938775510204,Significantly colder,okay,0
15877,2019-05-08,Wednesday,6.0,12.81,8,61.0,,Croissant,,0.0,15.136938775510204,-2.326938775510204,Significantly colder,okay,0
15878,2019-05-08,Wednesday,6.0,12.81,8,61.0,,Konditorei,,0.0,15.136938775510204,-2.326938775510204,Significantly colder,okay,0
15879,2019-05-08,Wednesday,6.0,12.81,8,61.0,,Kuchen,,0.0,15.136938775510204,-2.326938775510204,Significantly colder,okay,0
15880,2019-05-08,Wednesday,6.0,12.81,8,61.0,,Saisonbrot,,0.0,15.136938775510204,-2.326938775510204,Significantly colder,okay,0
10017,2019-05-08,Wednesday,6.0,12.81,8,61.0,,,,0.0,15.136938775510204,-2.326938775510204,Significantly colder,okay,0
15881,2019-05-09,Thursday,6.0,15.0,7,61.0,,Brot,,0.0,15.136938775510204,-0.1369387755102042,Normal,okay,0
15882,2019-05-09,Thursday,6.0,15.0,7,61.0,,Brötchen,,0.0,15.136938775510204,-0.1369387755102042,Normal,okay,0
15883,2019-05-09,Thursday,6.0,15.0,7,61.0,,Croissant,,0.0,15.136938775510204,-0.1369387755102042,Normal,okay,0
15884,2019-05-09,Thursday,6.0,15.0,7,61.0,,Konditorei,,0.0,15.136938775510204,-0.1369387755102042,Normal,okay,0
15885,2019-05-09,Thursday,6.0,15.0,7,61.0,,Kuchen,,0.0,15.136938775510204,-0.1369387755102042,Normal,okay,0
15886,2019-05-09,Thursday,6.0,15.0,7,61.0,,Saisonbrot,,0.0,15.136938775510204,-0.1369387755102042,Normal,okay,0
10018,2019-05-09,Thursday,6.0,15.0,7,61.0,,,,0.0,15.136938775510204,-0.1369387755102042,Normal,okay,0
15887,2019-05-10,Friday,7.0,10.46,11,61.0,,Brot,,0.0,15.136938775510204,-4.676938775510203,Significantly colder,okay,0
15888,2019-05-10,Friday,7.0,10.46,11,61.0,,Brötchen,,0.0,15.136938775510204,-4.676938775510203,Significantly colder,okay,0
15889,2019-05-10,Friday,7.0,10.46,11,61.0,,Croissant,,0.0,15.136938775510204,-4.676938775510203,Significantly colder,okay,0
15890,2019-05-10,Friday,7.0,10.46,11,61.0,,Konditorei,,0.0,15.136938775510204,-4.676938775510203,Significantly colder,okay,0
15891,2019-05-10,Friday,7.0,10.46,11,61.0,,Kuchen,,0.0,15.136938775510204,-4.676938775510203,Significantly colder,okay,0
15892,2019-05-10,Friday,7.0,10.46,11,61.0,,Saisonbrot,,0.0,15.136938775510204,-4.676938775510203,Significantly colder,okay,0
10019,2019-05-10,Friday,7.0,10.46,11,61.0,,,,0.0,15.136938775510204,-4.676938775510203,Significantly colder,okay,0
15893,2019-05-11,Saturday,1.0,11.52,9,0.0,,Brot,,0.0,15.136938775510204,-3.6169387755102047,Significantly colder,very good,0
15894,2019-05-11,Saturday,1.0,11.52,9,0.0,,Brötchen,,0.0,15.136938775510204,-3.6169387755102047,Significantly colder,very good,0
15895,2019-05-11,Saturday,1.0,11.52,9,0.0,,Croissant,,0.0,15.136938775510204,-3.6169387755102047,Significantly colder,very good,0
15896,2019-05-11,Saturday,1.0,11.52,9,0.0,,Konditorei,,0.0,15.136938775510204,-3.6169387755102047,Significantly colder,very good,0
15897,2019-05-11,Saturday,1.0,11.52,9,0.0,,Kuchen,,0.0,15.136938775510204,-3.6169387755102047,Significantly colder,very good,0
15898,2019-05-11,Saturday,1.0,11.52,9,0.0,,Saisonbrot,,0.0,15.136938775510204,-3.6169387755102047,Significantly colder,very good,0
10020,2019-05-11,Saturday,1.0,11.52,9,0.0,,,,0.0,15.136938775510204,-3.6169387755102047,Significantly colder,very good,0
15899,2019-05-12,Sunday,1.0,13.01,16,5.0,,Brot,,0.0,15.136938775510204,-2.1269387755102045,Significantly colder,good,0
15900,2019-05-12,Sunday,1.0,13.01,16,5.0,,Brötchen,,0.0,15.136938775510204,-2.1269387755102045,Significantly colder,good,0
15901,2019-05-12,Sunday,1.0,13.01,16,5.0,,Croissant,,0.0,15.136938775510204,-2.1269387755102045,Significantly colder,good,0
15902,2019-05-12,Sunday,1.0,13.01,16,5.0,,Konditorei,,0.0,15.136938775510204,-2.1269387755102045,Significantly colder,good,0
15903,2019-05-12,Sunday,1.0,13.01,16,5.0,,Kuchen,,0.0,15.136938775510204,-2.1269387755102045,Significantly colder,good,0
15904,2019-05-12,Sunday,1.0,13.01,16,5.0,,Saisonbrot,,0.0,15.136938775510204,-2.1269387755102045,Significantly colder,good,0
10021,2019-05-12,Sunday,1.0,13.01,16,5.0,,,,0.0,15.136938775510204,-2.1269387755102045,Significantly colder,good,0
15905,2019-05-13,Monday,1.0,12.71,11,5.0,,Brot,,0.0,15.801173469387756,-3.091173469387755,Significantly colder,good,0
15906,2019-05-13,Monday,1.0,12.71,11,5.0,,Brötchen,,0.0,15.801173469387756,-3.091173469387755,Significantly colder,good,0
15907,2019-05-13,Monday,1.0,12.71,11,5.0,,Croissant,,0.0,15.801173469387756,-3.091173469387755,Significantly colder,good,0
15908,2019-05-13,Monday,1.0,12.71,11,5.0,,Konditorei,,0.0,15.801173469387756,-3.091173469387755,Significantly colder,good,0
15909,2019-05-13,Monday,1.0,12.71,11,5.0,,Kuchen,,0.0,15.801173469387756,-3.091173469387755,Significantly colder,good,0
15910,2019-05-13,Monday,1.0,12.71,11,5.0,,Saisonbrot,,0.0,15.801173469387756,-3.091173469387755,Significantly colder,good,0
10022,2019-05-13,Monday,1.0,12.71,11,5.0,,,,0.0,15.801173469387756,-3.091173469387755,Significantly colder,good,0
15911,2019-05-14,Tuesday,7.0,12.34,9,0.0,,Brot,,0.0,15.801173469387756,-3.461173469387756,Significantly colder,very good,0
15912,2019-05-14,Tuesday,7.0,12.34,9,0.0,,Brötchen,,0.0,15.801173469387756,-3.461173469387756,Significantly colder,very good,0
15913,2019-05-14,Tuesday,7.0,12.34,9,0.0,,Croissant,,0.0,15.801173469387756,-3.461173469387756,Significantly colder,very good,0
15914,2019-05-14,Tuesday,7.0,12.34,9,0.0,,Konditorei,,0.0,15.801173469387756,-3.461173469387756,Significantly colder,very good,0
15915,2019-05-14,Tuesday,7.0,12.34,9,0.0,,Kuchen,,0.0,15.801173469387756,-3.461173469387756,Significantly colder,very good,0
15916,2019-05-14,Tuesday,7.0,12.34,9,0.0,,Saisonbrot,,0.0,15.801173469387756,-3.461173469387756,Significantly colder,very good,0
10023,2019-05-14,Tuesday,7.0,12.34,9,0.0,,,,0.0,15.801173469387756,-3.461173469387756,Significantly colder,very good,0
15917,2019-05-15,Wednesday,2.0,13.9,11,0.0,,Brot,,0.0,15.801173469387756,-1.901173469387756,Significantly colder,very good,0
15918,2019-05-15,Wednesday,2.0,13.9,11,0.0,,Brötchen,,0.0,15.801173469387756,-1.901173469387756,Significantly colder,very good,0
15919,2019-05-15,Wednesday,2.0,13.9,11,0.0,,Croissant,,0.0,15.801173469387756,-1.901173469387756,Significantly colder,very good,0
15920,2019-05-15,Wednesday,2.0,13.9,11,0.0,,Konditorei,,0.0,15.801173469387756,-1.901173469387756,Significantly colder,very good,0
15921,2019-05-15,Wednesday,2.0,13.9,11,0.0,,Kuchen,,0.0,15.801173469387756,-1.901173469387756,Significantly colder,very good,0
15922,2019-05-15,Wednesday,2.0,13.9,11,0.0,,Saisonbrot,,0.0,15.801173469387756,-1.901173469387756,Significantly colder,very good,0
10024,2019-05-15,Wednesday,2.0,13.9,11,0.0,,,,0.0,15.801173469387756,-1.901173469387756,Significantly colder,very good,0
15923,2019-05-16,Thursday,7.0,12.48,15,61.0,,Brot,,0.0,15.801173469387756,-3.321173469387756,Significantly colder,okay,0
15924,2019-05-16,Thursday,7.0,12.48,15,61.0,,Brötchen,,0.0,15.801173469387756,-3.321173469387756,Significantly colder,okay,0
15925,2019-05-16,Thursday,7.0,12.48,15,61.0,,Croissant,,0.0,15.801173469387756,-3.321173469387756,Significantly colder,okay,0
15926,2019-05-16,Thursday,7.0,12.48,15,61.0,,Konditorei,,0.0,15.801173469387756,-3.321173469387756,Significantly colder,okay,0
15927,2019-05-16,Thursday,7.0,12.48,15,61.0,,Kuchen,,0.0,15.801173469387756,-3.321173469387756,Significantly colder,okay,0
15928,2019-05-16,Thursday,7.0,12.48,15,61.0,,Saisonbrot,,0.0,15.801173469387756,-3.321173469387756,Significantly colder,okay,0
10025,2019-05-16,Thursday,7.0,12.48,15,61.0,,,,0.0,15.801173469387756,-3.321173469387756,Significantly colder,okay,0
15929,2019-05-17,Friday,7.0,11.95,11,10.0,,Brot,,0.0,15.801173469387756,-3.851173469387757,Significantly colder,good,0
15930,2019-05-17,Friday,7.0,11.95,11,10.0,,Brötchen,,0.0,15.801173469387756,-3.851173469387757,Significantly colder,good,0
15931,2019-05-17,Friday,7.0,11.95,11,10.0,,Croissant,,0.0,15.801173469387756,-3.851173469387757,Significantly colder,good,0
15932,2019-05-17,Friday,7.0,11.95,11,10.0,,Konditorei,,0.0,15.801173469387756,-3.851173469387757,Significantly colder,good,0
15933,2019-05-17,Friday,7.0,11.95,11,10.0,,Kuchen,,0.0,15.801173469387756,-3.851173469387757,Significantly colder,good,0
15934,2019-05-17,Friday,7.0,11.95,11,10.0,,Saisonbrot,,0.0,15.801173469387756,-3.851173469387757,Significantly colder,good,0
10026,2019-05-17,Friday,7.0,11.95,11,10.0,,,,0.0,15.801173469387756,-3.851173469387757,Significantly colder,good,0
15935,2019-05-18,Saturday,3.0,16.49,13,5.0,,Brot,,0.0,15.801173469387756,0.6888265306122427,Slightly warmer,good,0
15936,2019-05-18,Saturday,3.0,16.49,13,5.0,,Brötchen,,0.0,15.801173469387756,0.6888265306122427,Slightly warmer,good,0
15937,2019-05-18,Saturday,3.0,16.49,13,5.0,,Croissant,,0.0,15.801173469387756,0.6888265306122427,Slightly warmer,good,0
15938,2019-05-18,Saturday,3.0,16.49,13,5.0,,Konditorei,,0.0,15.801173469387756,0.6888265306122427,Slightly warmer,good,0
15939,2019-05-18,Saturday,3.0,16.49,13,5.0,,Kuchen,,0.0,15.801173469387756,0.6888265306122427,Slightly warmer,good,0
15940,2019-05-18,Saturday,3.0,16.49,13,5.0,,Saisonbrot,,0.0,15.801173469387756,0.6888265306122427,Slightly warmer,good,0
10027,2019-05-18,Saturday,3.0,16.49,13,5.0,,,,0.0,15.801173469387756,0.6888265306122427,Slightly warmer,good,0
15941,2019-05-19,Sunday,4.0,14.24,12,10.0,,Brot,,0.0,15.801173469387756,-1.5611734693877557,Significantly colder,good,0
15942,2019-05-19,Sunday,4.0,14.24,12,10.0,,Brötchen,,0.0,15.801173469387756,-1.5611734693877557,Significantly colder,good,0
15943,2019-05-19,Sunday,4.0,14.24,12,10.0,,Croissant,,0.0,15.801173469387756,-1.5611734693877557,Significantly colder,good,0
15944,2019-05-19,Sunday,4.0,14.24,12,10.0,,Konditorei,,0.0,15.801173469387756,-1.5611734693877557,Significantly colder,good,0
15945,2019-05-19,Sunday,4.0,14.24,12,10.0,,Kuchen,,0.0,15.801173469387756,-1.5611734693877557,Significantly colder,good,0
15946,2019-05-19,Sunday,4.0,14.24,12,10.0,,Saisonbrot,,0.0,15.801173469387756,-1.5611734693877557,Significantly colder,good,0
10028,2019-05-19,Sunday,4.0,14.24,12,10.0,,,,0.0,15.801173469387756,-1.5611734693877557,Significantly colder,good,0
15947,2019-05-20,Monday,3.0,16.81,9,28.0,,Brot,,0.0,17.690210526315788,-0.8802105263157891,Slightly colder,good,0
15948,2019-05-20,Monday,3.0,16.81,9,28.0,,Brötchen,,0.0,17.690210526315788,-0.8802105263157891,Slightly colder,good,0
15949,2019-05-20,Monday,3.0,16.81,9,28.0,,Croissant,,0.0,17.690210526315788,-0.8802105263157891,Slightly colder,good,0
15950,2019-05-20,Monday,3.0,16.81,9,28.0,,Konditorei,,0.0,17.690210526315788,-0.8802105263157891,Slightly colder,good,0
15951,2019-05-20,Monday,3.0,16.81,9,28.0,,Kuchen,,0.0,17.690210526315788,-0.8802105263157891,Slightly colder,good,0
15952,2019-05-20,Monday,3.0,16.81,9,28.0,,Saisonbrot,,0.0,17.690210526315788,-0.8802105263157891,Slightly colder,good,0
10029,2019-05-20,Monday,3.0,16.81,9,28.0,,,,0.0,17.690210526315788,-0.8802105263157891,Slightly colder,good,0
15953,2019-05-21,Tuesday,7.0,16.42,10,61.0,,Brot,,0.0,17.690210526315788,-1.270210526315786,Slightly colder,okay,0
15954,2019-05-21,Tuesday,7.0,16.42,10,61.0,,Brötchen,,0.0,17.690210526315788,-1.270210526315786,Slightly colder,okay,0
15955,2019-05-21,Tuesday,7.0,16.42,10,61.0,,Croissant,,0.0,17.690210526315788,-1.270210526315786,Slightly colder,okay,0
15956,2019-05-21,Tuesday,7.0,16.42,10,61.0,,Konditorei,,0.0,17.690210526315788,-1.270210526315786,Slightly colder,okay,0
15957,2019-05-21,Tuesday,7.0,16.42,10,61.0,,Kuchen,,0.0,17.690210526315788,-1.270210526315786,Slightly colder,okay,0
15958,2019-05-21,Tuesday,7.0,16.42,10,61.0,,Saisonbrot,,0.0,17.690210526315788,-1.270210526315786,Slightly colder,okay,0
10030,2019-05-21,Tuesday,7.0,16.42,10,61.0,,,,0.0,17.690210526315788,-1.270210526315786,Slightly colder,okay,0
15959,2019-05-22,Wednesday,6.0,12.1,15,61.0,,Brot,,0.0,17.690210526315788,-5.590210526315788,Significantly colder,okay,0
15960,2019-05-22,Wednesday,6.0,12.1,15,61.0,,Brötchen,,0.0,17.690210526315788,-5.590210526315788,Significantly colder,okay,0
15961,2019-05-22,Wednesday,6.0,12.1,15,61.0,,Croissant,,0.0,17.690210526315788,-5.590210526315788,Significantly colder,okay,0
15962,2019-05-22,Wednesday,6.0,12.1,15,61.0,,Konditorei,,0.0,17.690210526315788,-5.590210526315788,Significantly colder,okay,0
15963,2019-05-22,Wednesday,6.0,12.1,15,61.0,,Kuchen,,0.0,17.690210526315788,-5.590210526315788,Significantly colder,okay,0
15964,2019-05-22,Wednesday,6.0,12.1,15,61.0,,Saisonbrot,,0.0,17.690210526315788,-5.590210526315788,Significantly colder,okay,0
10031,2019-05-22,Wednesday,6.0,12.1,15,61.0,,,,0.0,17.690210526315788,-5.590210526315788,Significantly colder,okay,0
15965,2019-05-23,Thursday,5.0,18.24,10,0.0,,Brot,,0.0,17.690210526315788,0.5497894736842106,Slightly warmer,very good,0
15966,2019-05-23,Thursday,5.0,18.24,10,0.0,,Brötchen,,0.0,17.690210526315788,0.5497894736842106,Slightly warmer,very good,0
15967,2019-05-23,Thursday,5.0,18.24,10,0.0,,Croissant,,0.0,17.690210526315788,0.5497894736842106,Slightly warmer,very good,0
15968,2019-05-23,Thursday,5.0,18.24,10,0.0,,Konditorei,,0.0,17.690210526315788,0.5497894736842106,Slightly warmer,very good,0
15969,2019-05-23,Thursday,5.0,18.24,10,0.0,,Kuchen,,0.0,17.690210526315788,0.5497894736842106,Slightly warmer,very good,0
15970,2019-05-23,Thursday,5.0,18.24,10,0.0,,Saisonbrot,,0.0,17.690210526315788,0.5497894736842106,Slightly warmer,very good,0
10032,2019-05-23,Thursday,5.0,18.24,10,0.0,,,,0.0,17.690210526315788,0.5497894736842106,Slightly warmer,very good,0
15971,2019-05-24,Friday,2.0,18.41,17,0.0,,Brot,,0.0,17.690210526315788,0.7197894736842123,Slightly warmer,very good,0
15972,2019-05-24,Friday,2.0,18.41,17,0.0,,Brötchen,,0.0,17.690210526315788,0.7197894736842123,Slightly warmer,very good,0
15973,2019-05-24,Friday,2.0,18.41,17,0.0,,Croissant,,0.0,17.690210526315788,0.7197894736842123,Slightly warmer,very good,0
15974,2019-05-24,Friday,2.0,18.41,17,0.0,,Konditorei,,0.0,17.690210526315788,0.7197894736842123,Slightly warmer,very good,0
15975,2019-05-24,Friday,2.0,18.41,17,0.0,,Kuchen,,0.0,17.690210526315788,0.7197894736842123,Slightly warmer,very good,0
15976,2019-05-24,Friday,2.0,18.41,17,0.0,,Saisonbrot,,0.0,17.690210526315788,0.7197894736842123,Slightly warmer,very good,0
10033,2019-05-24,Friday,2.0,18.41,17,0.0,,,,0.0,17.690210526315788,0.7197894736842123,Slightly warmer,very good,0
15977,2019-05-25,Saturday,7.0,13.54,14,0.0,,Brot,,0.0,17.690210526315788,-4.150210526315789,Significantly colder,very good,0
15978,2019-05-25,Saturday,7.0,13.54,14,0.0,,Brötchen,,0.0,17.690210526315788,-4.150210526315789,Significantly colder,very good,0
15979,2019-05-25,Saturday,7.0,13.54,14,0.0,,Croissant,,0.0,17.690210526315788,-4.150210526315789,Significantly colder,very good,0
15980,2019-05-25,Saturday,7.0,13.54,14,0.0,,Konditorei,,0.0,17.690210526315788,-4.150210526315789,Significantly colder,very good,0
15981,2019-05-25,Saturday,7.0,13.54,14,0.0,,Kuchen,,0.0,17.690210526315788,-4.150210526315789,Significantly colder,very good,0
15982,2019-05-25,Saturday,7.0,13.54,14,0.0,,Saisonbrot,,0.0,17.690210526315788,-4.150210526315789,Significantly colder,very good,0
10034,2019-05-25,Saturday,7.0,13.54,14,0.0,,,,0.0,17.690210526315788,-4.150210526315789,Significantly colder,very good,0
15983,2019-05-26,Sunday,7.0,13.62,10,61.0,,Brot,,0.0,17.690210526315788,-4.070210526315789,Significantly colder,okay,0
15984,2019-05-26,Sunday,7.0,13.62,10,61.0,,Brötchen,,0.0,17.690210526315788,-4.070210526315789,Significantly colder,okay,0
15985,2019-05-26,Sunday,7.0,13.62,10,61.0,,Croissant,,0.0,17.690210526315788,-4.070210526315789,Significantly colder,okay,0
15986,2019-05-26,Sunday,7.0,13.62,10,61.0,,Konditorei,,0.0,17.690210526315788,-4.070210526315789,Significantly colder,okay,0
15987,2019-05-26,Sunday,7.0,13.62,10,61.0,,Kuchen,,0.0,17.690210526315788,-4.070210526315789,Significantly colder,okay,0
15988,2019-05-26,Sunday,7.0,13.62,10,61.0,,Saisonbrot,,0.0,17.690210526315788,-4.070210526315789,Significantly colder,okay,0
10035,2019-05-26,Sunday,7.0,13.62,10,61.0,,,,0.0,17.690210526315788,-4.070210526315789,Significantly colder,okay,0
15989,2019-05-27,Monday,6.0,15.26,13,0.0,,Brot,,0.0,17.829175257731958,-2.569175257731958,Significantly colder,very good,0
15990,2019-05-27,Monday,6.0,15.26,13,0.0,,Brötchen,,0.0,17.829175257731958,-2.569175257731958,Significantly colder,very good,0
15991,2019-05-27,Monday,6.0,15.26,13,0.0,,Croissant,,0.0,17.829175257731958,-2.569175257731958,Significantly colder,very good,0
15992,2019-05-27,Monday,6.0,15.26,13,0.0,,Konditorei,,0.0,17.829175257731958,-2.569175257731958,Significantly colder,very good,0
15993,2019-05-27,Monday,6.0,15.26,13,0.0,,Kuchen,,0.0,17.829175257731958,-2.569175257731958,Significantly colder,very good,0
15994,2019-05-27,Monday,6.0,15.26,13,0.0,,Saisonbrot,,0.0,17.829175257731958,-2.569175257731958,Significantly colder,very good,0
10036,2019-05-27,Monday,6.0,15.26,13,0.0,,,,0.0,17.829175257731958,-2.569175257731958,Significantly colder,very good,0
15995,2019-05-28,Tuesday,6.0,13.16,12,0.0,,Brot,,0.0,17.829175257731958,-4.669175257731958,Significantly colder,very good,0
15996,2019-05-28,Tuesday,6.0,13.16,12,0.0,,Brötchen,,0.0,17.829175257731958,-4.669175257731958,Significantly colder,very good,0
15997,2019-05-28,Tuesday,6.0,13.16,12,0.0,,Croissant,,0.0,17.829175257731958,-4.669175257731958,Significantly colder,very good,0
