Datum,Weekday,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche,Weather_Category,Weather_Category_Wind_Adjusted,Wind_Downgrade_Count
2017-03-27,Monday,0.0,12.5,11,10.0,1703273.0,Croissant,105.12,,Moderate,Moderate,0
2017-03-27,Monday,0.0,12.5,11,10.0,1703274.0,Konditorei,67.42,,Moderate,Moderate,0
2017-03-27,Monday,0.0,12.5,11,10.0,1703275.0,Kuchen,178.2,,Moderate,Moderate,0
2017-03-28,Tuesday,0.0,13.88,7,0.0,1703281.0,Brot,107.61,,Very Good,Very Good,0
2017-03-28,Tuesday,0.0,13.88,7,0.0,1703282.0,Brötchen,301.99,,Very Good,Very Good,0
2017-03-28,Tuesday,0.0,13.88,7,0.0,1703283.0,Croissant,141.68,,Very Good,Very Good,0
2017-03-28,Tuesday,0.0,13.88,7,0.0,1703284.0,Konditorei,69.55,,Very Good,Very Good,0
2017-03-28,Tuesday,0.0,13.88,7,0.0,1703285.0,Kuchen,249.31,,Very Good,Very Good,0
2017-03-29,Wednesday,8.0,10.0,13,21.0,1703291.0,Brot,141.0,,Rain,Rain,0
2017-03-29,Wednesday,8.0,10.0,13,21.0,1703292.0,Brötchen,283.9,,Rain,Rain,0
2017-03-29,Wednesday,8.0,10.0,13,21.0,1703293.0,Croissant,115.38,,Rain,Rain,0
2017-03-29,Wednesday,8.0,10.0,13,21.0,1703294.0,Konditorei,80.18,,Rain,Rain,0
2017-03-29,Wednesday,8.0,10.0,13,21.0,1703295.0,Kuchen,193.83,,Rain,Rain,0
2017-03-30,Thursday,7.0,16.0,12,61.0,1703301.0,Brot,151.54,,Rain,Rain,0
2017-03-30,Thursday,7.0,16.0,12,61.0,1703302.0,Brötchen,258.35,,Rain,Rain,0
2017-03-30,Thursday,7.0,16.0,12,61.0,1703303.0,Croissant,115.06,,Rain,Rain,0
2017-03-30,Thursday,7.0,16.0,12,61.0,1703304.0,Konditorei,72.06,,Rain,Rain,0
2017-03-30,Thursday,7.0,16.0,12,61.0,1703305.0,Kuchen,167.78,,Rain,Rain,0
2017-03-31,Friday,0.0,19.75,7,,1703311.0,Brot,195.11,,Unknown,Unknown,0
2017-03-31,Friday,0.0,19.75,7,,1703312.0,Brötchen,335.79,,Unknown,Unknown,0
2017-03-31,Friday,0.0,19.75,7,,1703313.0,Croissant,157.48,,Unknown,Unknown,0
2017-03-31,Friday,0.0,19.75,7,,1703314.0,Konditorei,82.59,,Unknown,Unknown,0
2017-03-31,Friday,0.0,19.75,7,,1703315.0,Kuchen,180.48,,Unknown,Unknown,0
2017-04-01,Saturday,2.0,15.75,7,0.0,1704011.0,Brot,224.21,,Very Good,Very Good,0
2017-04-01,Saturday,2.0,15.75,7,0.0,1704012.0,Brötchen,400.92,,Very Good,Very Good,0
2017-04-01,Saturday,2.0,15.75,7,0.0,1704013.0,Croissant,211.76,,Very Good,Very Good,0
2017-04-01,Saturday,2.0,15.75,7,0.0,1704014.0,Konditorei,105.33,,Very Good,Very Good,0
2017-04-01,Saturday,2.0,15.75,7,0.0,1704015.0,Kuchen,264.59,,Very Good,Very Good,0
2017-04-02,Sunday,2.0,13.38,13,0.0,1704021.0,Brot,90.41,,Very Good,Very Good,0
2017-04-02,Sunday,2.0,13.38,13,0.0,1704022.0,Brötchen,432.3,,Very Good,Very Good,0
2017-04-02,Sunday,2.0,13.38,13,0.0,1704023.0,Croissant,188.06,,Very Good,Very Good,0
2017-04-02,Sunday,2.0,13.38,13,0.0,1704024.0,Konditorei,158.56,,Very Good,Very Good,0
2017-04-02,Sunday,2.0,13.38,13,0.0,1704025.0,Kuchen,219.22,,Very Good,Very Good,0
2017-04-03,Monday,2.0,10.38,8,,1704031.0,Brot,187.85,,Unknown,Unknown,0
2017-04-03,Monday,2.0,10.38,8,,1704032.0,Brötchen,281.88,,Unknown,Unknown,0
2017-04-03,Monday,2.0,10.38,8,,1704033.0,Croissant,101.17,,Unknown,Unknown,0
2017-04-03,Monday,2.0,10.38,8,,1704034.0,Konditorei,48.86,,Unknown,Unknown,0
2017-04-03,Monday,2.0,10.38,8,,1704035.0,Kuchen,235.1,,Unknown,Unknown,0
2017-04-04,Tuesday,2.0,12.62,8,0.0,1704041.0,Brot,167.88,,Very Good,Very Good,0
2017-04-04,Tuesday,2.0,12.62,8,0.0,1704042.0,Brötchen,281.89,,Very Good,Very Good,0
2017-04-04,Tuesday,2.0,12.62,8,0.0,1704043.0,Croissant,144.48,,Very Good,Very Good,0
2017-04-04,Tuesday,2.0,12.62,8,0.0,1704044.0,Konditorei,103.71,,Very Good,Very Good,0
2017-04-04,Tuesday,2.0,12.62,8,0.0,1704045.0,Kuchen,219.88,,Very Good,Very Good,0
2017-04-05,Wednesday,5.0,9.88,18,21.0,1704051.0,Brot,98.32,,Rain,Rain,0
2017-04-05,Wednesday,5.0,9.88,18,21.0,1704052.0,Brötchen,250.77,,Rain,Rain,0
2017-04-05,Wednesday,5.0,9.88,18,21.0,1704053.0,Croissant,94.33,,Rain,Rain,0
2017-04-05,Wednesday,5.0,9.88,18,21.0,1704054.0,Konditorei,64.36,,Rain,Rain,0
2017-04-05,Wednesday,5.0,9.88,18,21.0,1704055.0,Kuchen,227.04,,Rain,Rain,0
2017-04-06,Thursday,6.0,10.0,17,0.0,1704061.0,Brot,142.74,,Very Good,Very Good,0
2017-04-06,Thursday,6.0,10.0,17,0.0,1704062.0,Brötchen,254.34,,Very Good,Very Good,0
2017-04-06,Thursday,6.0,10.0,17,0.0,1704063.0,Croissant,118.87,,Very Good,Very Good,0
2017-04-06,Thursday,6.0,10.0,17,0.0,1704064.0,Konditorei,100.27,,Very Good,Very Good,0
2017-04-06,Thursday,6.0,10.0,17,0.0,1704065.0,Kuchen,232.45,,Very Good,Very Good,0
2017-04-07,Friday,6.0,11.12,18,20.0,1704071.0,Brot,153.14,,Moderate,Moderate,0
2017-04-07,Friday,6.0,11.12,18,20.0,1704072.0,Brötchen,334.91,,Moderate,Moderate,0
2017-04-07,Friday,6.0,11.12,18,20.0,1704073.0,Croissant,128.84,,Moderate,Moderate,0
2017-04-07,Friday,6.0,11.12,18,20.0,1704074.0,Konditorei,65.23,,Moderate,Moderate,0
2017-04-07,Friday,6.0,11.12,18,20.0,1704075.0,Kuchen,208.32,,Moderate,Moderate,0
2017-04-08,Saturday,7.0,10.88,12,,1704081.0,Brot,183.07,,Unknown,Unknown,0
2017-04-08,Saturday,7.0,10.88,12,,1704082.0,Brötchen,437.17,,Unknown,Unknown,0
2017-04-08,Saturday,7.0,10.88,12,,1704083.0,Croissant,215.93,,Unknown,Unknown,0
2017-04-08,Saturday,7.0,10.88,12,,1704084.0,Konditorei,61.7,,Unknown,Unknown,0
2017-04-08,Saturday,7.0,10.88,12,,1704085.0,Kuchen,265.7,,Unknown,Unknown,0
2017-04-09,Sunday,0.0,16.0,9,5.0,1704091.0,Brot,78.39,,Extreme Weather,Extreme Weather,0
2017-04-09,Sunday,0.0,16.0,9,5.0,1704092.0,Brötchen,436.78,,Extreme Weather,Extreme Weather,0
2017-04-09,Sunday,0.0,16.0,9,5.0,1704093.0,Croissant,207.69,,Extreme Weather,Extreme Weather,0
2017-04-09,Sunday,0.0,16.0,9,5.0,1704094.0,Konditorei,219.28,,Extreme Weather,Extreme Weather,0
2017-04-09,Sunday,0.0,16.0,9,5.0,1704095.0,Kuchen,315.66,,Extreme Weather,Extreme Weather,0
2017-04-10,Monday,7.0,9.5,19,21.0,1704101.0,Brot,157.03,,Rain,Rain,0
2017-04-10,Monday,7.0,9.5,19,21.0,1704102.0,Brötchen,371.78,,Rain,Rain,0
2017-04-10,Monday,7.0,9.5,19,21.0,1704103.0,Croissant,180.19,,Rain,Rain,0
2017-04-10,Monday,7.0,9.5,19,21.0,1704104.0,Konditorei,58.43,,Rain,Rain,0
2017-04-10,Monday,7.0,9.5,19,21.0,1704105.0,Kuchen,280.04,,Rain,Rain,0
2017-04-11,Tuesday,5.0,8.75,18,21.0,1704111.0,Brot,142.45,,Rain,Rain,0
2017-04-11,Tuesday,5.0,8.75,18,21.0,1704112.0,Brötchen,358.66,,Rain,Rain,0
2017-04-11,Tuesday,5.0,8.75,18,21.0,1704113.0,Croissant,178.86,,Rain,Rain,0
2017-04-11,Tuesday,5.0,8.75,18,21.0,1704114.0,Konditorei,52.45,,Rain,Rain,0
2017-04-11,Tuesday,5.0,8.75,18,21.0,1704115.0,Kuchen,246.58,,Rain,Rain,0
2017-04-12,Wednesday,7.0,8.75,13,61.0,1704121.0,Brot,127.47,,Rain,Rain,0
2017-04-12,Wednesday,7.0,8.75,13,61.0,1704122.0,Brötchen,355.37,,Rain,Rain,0
2017-04-12,Wednesday,7.0,8.75,13,61.0,1704123.0,Croissant,140.54,,Rain,Rain,0
2017-04-12,Wednesday,7.0,8.75,13,61.0,1704124.0,Konditorei,83.35,,Rain,Rain,0
2017-04-12,Wednesday,7.0,8.75,13,61.0,1704125.0,Kuchen,256.33,,Rain,Rain,0
2017-04-13,Thursday,7.0,9.0,18,61.0,1704131.0,Brot,357.84,,Rain,Rain,0
2017-04-13,Thursday,7.0,9.0,18,61.0,1704132.0,Brötchen,538.0,,Rain,Rain,0
2017-04-13,Thursday,7.0,9.0,18,61.0,1704133.0,Croissant,238.94,,Rain,Rain,0
2017-04-13,Thursday,7.0,9.0,18,61.0,1704134.0,Konditorei,67.66,,Rain,Rain,0
2017-04-13,Thursday,7.0,9.0,18,61.0,1704135.0,Kuchen,318.64,,Rain,Rain,0
2017-04-14,Friday,7.0,9.25,12,63.0,,,,,Rain,Rain,0
2017-04-15,Saturday,6.0,8.12,23,63.0,1704151.0,Brot,396.16,,Rain,Rain,0
2017-04-15,Saturday,6.0,8.12,23,63.0,1704152.0,Brötchen,703.46,,Rain,Rain,0
2017-04-15,Saturday,6.0,8.12,23,63.0,1704153.0,Croissant,355.36,,Rain,Rain,0
2017-04-15,Saturday,6.0,8.12,23,63.0,1704154.0,Konditorei,96.99,,Rain,Rain,0
2017-04-15,Saturday,6.0,8.12,23,63.0,1704155.0,Kuchen,397.75,,Rain,Rain,0
2017-04-16,Sunday,7.0,6.88,7,61.0,1704161.0,Brot,87.2,,Rain,Rain,0
2017-04-16,Sunday,7.0,6.88,7,61.0,1704162.0,Brötchen,587.64,,Rain,Rain,0
2017-04-16,Sunday,7.0,6.88,7,61.0,1704163.0,Croissant,208.03,,Rain,Rain,0
2017-04-16,Sunday,7.0,6.88,7,61.0,1704164.0,Konditorei,163.8,,Rain,Rain,0
2017-04-16,Sunday,7.0,6.88,7,61.0,1704165.0,Kuchen,313.89,,Rain,Rain,0
2017-04-17,Monday,6.0,6.25,10,61.0,1704171.0,Brot,23.2,,Rain,Rain,0
2017-04-17,Monday,6.0,6.25,10,61.0,1704172.0,Brötchen,535.75,,Rain,Rain,0
2017-04-17,Monday,6.0,6.25,10,61.0,1704173.0,Croissant,220.82,,Rain,Rain,0
2017-04-17,Monday,6.0,6.25,10,61.0,1704174.0,Konditorei,123.16,,Rain,Rain,0
2017-04-17,Monday,6.0,6.25,10,61.0,1704175.0,Kuchen,240.22,,Rain,Rain,0
2017-04-18,Tuesday,4.0,5.62,15,,1704181.0,Brot,123.95,,Unknown,Unknown,0
2017-04-18,Tuesday,4.0,5.62,15,,1704182.0,Brötchen,385.94,,Unknown,Unknown,0
2017-04-18,Tuesday,4.0,5.62,15,,1704183.0,Croissant,174.41,,Unknown,Unknown,0
2017-04-18,Tuesday,4.0,5.62,15,,1704184.0,Konditorei,80.22,,Unknown,Unknown,0
2017-04-18,Tuesday,4.0,5.62,15,,1704185.0,Kuchen,240.48,,Unknown,Unknown,0
2017-04-19,Wednesday,0.0,6.38,10,0.0,1704191.0,Brot,107.21,,Very Good,Very Good,0
2017-04-19,Wednesday,0.0,6.38,10,0.0,1704192.0,Brötchen,335.52,,Very Good,Very Good,0
2017-04-19,Wednesday,0.0,6.38,10,0.0,1704193.0,Croissant,166.27,,Very Good,Very Good,0
2017-04-19,Wednesday,0.0,6.38,10,0.0,1704194.0,Konditorei,75.14,,Very Good,Very Good,0
2017-04-19,Wednesday,0.0,6.38,10,0.0,1704195.0,Kuchen,196.17,,Very Good,Very Good,0
2017-04-20,Thursday,7.0,8.25,12,,1704201.0,Brot,145.31,,Unknown,Unknown,0
2017-04-20,Thursday,7.0,8.25,12,,1704202.0,Brötchen,379.1,,Unknown,Unknown,0
2017-04-20,Thursday,7.0,8.25,12,,1704203.0,Croissant,158.44,,Unknown,Unknown,0
2017-04-20,Thursday,7.0,8.25,12,,1704204.0,Konditorei,61.37,,Unknown,Unknown,0
2017-04-20,Thursday,7.0,8.25,12,,1704205.0,Kuchen,277.75,,Unknown,Unknown,0
2017-04-21,Friday,7.0,11.88,19,61.0,1704211.0,Brot,124.9,,Rain,Rain,0
2017-04-21,Friday,7.0,11.88,19,61.0,1704212.0,Brötchen,362.77,,Rain,Rain,0
2017-04-21,Friday,7.0,11.88,19,61.0,1704213.0,Croissant,172.18,,Rain,Rain,0
2017-04-21,Friday,7.0,11.88,19,61.0,1704214.0,Konditorei,79.56,,Rain,Rain,0
2017-04-21,Friday,7.0,11.88,19,61.0,1704215.0,Kuchen,276.64,,Rain,Rain,0
2017-04-22,Saturday,5.0,7.5,21,61.0,1704221.0,Brot,81.39,,Rain,Rain,0
2017-04-22,Saturday,5.0,7.5,21,61.0,1704222.0,Brötchen,288.9,,Rain,Rain,0
2017-04-22,Saturday,5.0,7.5,21,61.0,1704223.0,Croissant,142.25,,Rain,Rain,0
2017-04-22,Saturday,5.0,7.5,21,61.0,1704224.0,Konditorei,82.44,,Rain,Rain,0
2017-04-22,Saturday,5.0,7.5,21,61.0,1704225.0,Kuchen,280.11,,Rain,Rain,0
2017-04-23,Sunday,4.0,7.88,20,21.0,1704231.0,Brot,54.17,,Rain,Rain,0
2017-04-23,Sunday,4.0,7.88,20,21.0,1704232.0,Brötchen,344.48,,Rain,Rain,0
2017-04-23,Sunday,4.0,7.88,20,21.0,1704233.0,Croissant,128.01,,Rain,Rain,0
2017-04-23,Sunday,4.0,7.88,20,21.0,1704234.0,Konditorei,108.16,,Rain,Rain,0
2017-04-23,Sunday,4.0,7.88,20,21.0,1704235.0,Kuchen,254.8,,Rain,Rain,0
2017-04-24,Monday,7.0,8.88,17,63.0,1704241.0,Brot,92.47,,Rain,Rain,0
2017-04-24,Monday,7.0,8.88,17,63.0,1704242.0,Brötchen,252.01,,Rain,Rain,0
2017-04-24,Monday,7.0,8.88,17,63.0,1704243.0,Croissant,110.82,,Rain,Rain,0
2017-04-24,Monday,7.0,8.88,17,63.0,1704244.0,Konditorei,48.27,,Rain,Rain,0
2017-04-24,Monday,7.0,8.88,17,63.0,1704245.0,Kuchen,173.14,,Rain,Rain,0
2017-04-25,Tuesday,5.0,5.5,15,69.0,1704251.0,Brot,80.92,,Cold / Snow,Cold / Snow,0
2017-04-25,Tuesday,5.0,5.5,15,69.0,1704252.0,Brötchen,264.95,,Cold / Snow,Cold / Snow,0
2017-04-25,Tuesday,5.0,5.5,15,69.0,1704253.0,Croissant,90.84,,Cold / Snow,Cold / Snow,0
2017-04-25,Tuesday,5.0,5.5,15,69.0,1704254.0,Konditorei,93.74,,Cold / Snow,Cold / Snow,0
2017-04-25,Tuesday,5.0,5.5,15,69.0,1704255.0,Kuchen,195.82,,Cold / Snow,Cold / Snow,0
2017-04-26,Wednesday,6.0,7.62,7,61.0,1704261.0,Brot,82.11,,Rain,Rain,0
2017-04-26,Wednesday,6.0,7.62,7,61.0,1704262.0,Brötchen,249.88,,Rain,Rain,0
2017-04-26,Wednesday,6.0,7.62,7,61.0,1704263.0,Croissant,91.98,,Rain,Rain,0
2017-04-26,Wednesday,6.0,7.62,7,61.0,1704264.0,Konditorei,62.9,,Rain,Rain,0
2017-04-26,Wednesday,6.0,7.62,7,61.0,1704265.0,Kuchen,217.4,,Rain,Rain,0
2017-04-27,Thursday,6.0,8.62,13,61.0,1704271.0,Brot,98.07,,Rain,Rain,0
2017-04-27,Thursday,6.0,8.62,13,61.0,1704272.0,Brötchen,307.53,,Rain,Rain,0
2017-04-27,Thursday,6.0,8.62,13,61.0,1704273.0,Croissant,86.54,,Rain,Rain,0
2017-04-27,Thursday,6.0,8.62,13,61.0,1704274.0,Konditorei,52.83,,Rain,Rain,0
2017-04-27,Thursday,6.0,8.62,13,61.0,1704275.0,Kuchen,193.57,,Rain,Rain,0
2017-04-28,Friday,7.0,8.62,10,61.0,1704281.0,Brot,125.46,,Rain,Rain,0
2017-04-28,Friday,7.0,8.62,10,61.0,1704282.0,Brötchen,307.7,,Rain,Rain,0
2017-04-28,Friday,7.0,8.62,10,61.0,1704283.0,Croissant,91.62,,Rain,Rain,0
2017-04-28,Friday,7.0,8.62,10,61.0,1704284.0,Konditorei,93.81,,Rain,Rain,0
2017-04-28,Friday,7.0,8.62,10,61.0,1704285.0,Kuchen,239.97,,Rain,Rain,0
2017-04-29,Saturday,4.0,7.12,9,61.0,1704291.0,Brot,123.28,,Rain,Rain,0
2017-04-29,Saturday,4.0,7.12,9,61.0,1704292.0,Brötchen,398.46,,Rain,Rain,0
2017-04-29,Saturday,4.0,7.12,9,61.0,1704293.0,Croissant,142.67,,Rain,Rain,0
2017-04-29,Saturday,4.0,7.12,9,61.0,1704294.0,Konditorei,78.1,,Rain,Rain,0
2017-04-29,Saturday,4.0,7.12,9,61.0,1704295.0,Kuchen,265.65,,Rain,Rain,0
2017-04-30,Sunday,1.0,11.88,12,0.0,1704301.0,Brot,60.25,,Very Good,Very Good,0
2017-04-30,Sunday,1.0,11.88,12,0.0,1704302.0,Brötchen,562.92,,Very Good,Very Good,0
2017-04-30,Sunday,1.0,11.88,12,0.0,1704303.0,Croissant,263.07,,Very Good,Very Good,0
2017-04-30,Sunday,1.0,11.88,12,0.0,1704304.0,Konditorei,143.74,,Very Good,Very Good,0
2017-04-30,Sunday,1.0,11.88,12,0.0,1704305.0,Kuchen,376.41,,Very Good,Very Good,0
2017-05-01,Monday,1.0,11.75,19,5.0,,,,,Extreme Weather,Extreme Weather,0
2017-05-02,Tuesday,2.0,10.88,21,5.0,1705021.0,Brot,155.1,,Extreme Weather,Extreme Weather,0
2017-05-02,Tuesday,2.0,10.88,21,5.0,1705022.0,Brötchen,315.63,,Extreme Weather,Extreme Weather,0
2017-05-02,Tuesday,2.0,10.88,21,5.0,1705023.0,Croissant,121.93,,Extreme Weather,Extreme Weather,0
2017-05-02,Tuesday,2.0,10.88,21,5.0,1705024.0,Konditorei,90.29,,Extreme Weather,Extreme Weather,0
2017-05-02,Tuesday,2.0,10.88,21,5.0,1705025.0,Kuchen,224.46,,Extreme Weather,Extreme Weather,0
2017-05-03,Wednesday,3.0,11.25,20,5.0,1705031.0,Brot,118.33,,Extreme Weather,Extreme Weather,0
2017-05-03,Wednesday,3.0,11.25,20,5.0,1705032.0,Brötchen,284.68,,Extreme Weather,Extreme Weather,0
2017-05-03,Wednesday,3.0,11.25,20,5.0,1705033.0,Croissant,119.11,,Extreme Weather,Extreme Weather,0
2017-05-03,Wednesday,3.0,11.25,20,5.0,1705034.0,Konditorei,73.17,,Extreme Weather,Extreme Weather,0
2017-05-03,Wednesday,3.0,11.25,20,5.0,1705035.0,Kuchen,219.05,,Extreme Weather,Extreme Weather,0
2017-05-04,Thursday,7.0,10.62,19,,1705041.0,Brot,149.96,,Unknown,Unknown,0
2017-05-04,Thursday,7.0,10.62,19,,1705042.0,Brötchen,295.92,,Unknown,Unknown,0
2017-05-04,Thursday,7.0,10.62,19,,1705043.0,Croissant,74.63,,Unknown,Unknown,0
2017-05-04,Thursday,7.0,10.62,19,,1705044.0,Konditorei,71.14,,Unknown,Unknown,0
2017-05-04,Thursday,7.0,10.62,19,,1705045.0,Kuchen,211.61,,Unknown,Unknown,0
2017-05-05,Friday,7.0,8.25,15,61.0,1705051.0,Brot,86.04,,Rain,Rain,0
2017-05-05,Friday,7.0,8.25,15,61.0,1705052.0,Brötchen,285.81,,Rain,Rain,0
2017-05-05,Friday,7.0,8.25,15,61.0,1705053.0,Croissant,78.63,,Rain,Rain,0
2017-05-05,Friday,7.0,8.25,15,61.0,1705054.0,Konditorei,54.87,,Rain,Rain,0
2017-05-05,Friday,7.0,8.25,15,61.0,1705055.0,Kuchen,257.73,,Rain,Rain,0
2017-05-06,Saturday,7.0,11.0,7,0.0,1705061.0,Brot,137.07,,Very Good,Very Good,0
2017-05-06,Saturday,7.0,11.0,7,0.0,1705062.0,Brötchen,362.22,,Very Good,Very Good,0
2017-05-06,Saturday,7.0,11.0,7,0.0,1705063.0,Croissant,187.89,,Very Good,Very Good,0
2017-05-06,Saturday,7.0,11.0,7,0.0,1705064.0,Konditorei,92.53,,Very Good,Very Good,0
2017-05-06,Saturday,7.0,11.0,7,0.0,1705065.0,Kuchen,293.93,,Very Good,Very Good,0
2017-05-07,Sunday,0.0,17.12,9,0.0,1705071.0,Brot,89.01,,Very Good,Very Good,0
2017-05-07,Sunday,0.0,17.12,9,0.0,1705072.0,Brötchen,508.87,,Very Good,Very Good,0
2017-05-07,Sunday,0.0,17.12,9,0.0,1705073.0,Croissant,199.34,,Very Good,Very Good,0
2017-05-07,Sunday,0.0,17.12,9,0.0,1705074.0,Konditorei,126.95,,Very Good,Very Good,0
2017-05-07,Sunday,0.0,17.12,9,0.0,1705075.0,Kuchen,240.38,,Very Good,Very Good,0
2017-05-08,Monday,1.0,9.75,19,5.0,1705081.0,Brot,148.83,,Extreme Weather,Extreme Weather,0
2017-05-08,Monday,1.0,9.75,19,5.0,1705082.0,Brötchen,311.13,,Extreme Weather,Extreme Weather,0
2017-05-08,Monday,1.0,9.75,19,5.0,1705083.0,Croissant,93.53,,Extreme Weather,Extreme Weather,0
2017-05-08,Monday,1.0,9.75,19,5.0,1705084.0,Konditorei,102.77,,Extreme Weather,Extreme Weather,0
2017-05-08,Monday,1.0,9.75,19,5.0,1705085.0,Kuchen,332.68,,Extreme Weather,Extreme Weather,0
2017-05-09,Tuesday,4.0,10.0,12,,1705091.0,Brot,94.37,,Unknown,Unknown,0
2017-05-09,Tuesday,4.0,10.0,12,,1705092.0,Brötchen,329.99,,Unknown,Unknown,0
2017-05-09,Tuesday,4.0,10.0,12,,1705093.0,Croissant,150.63,,Unknown,Unknown,0
2017-05-09,Tuesday,4.0,10.0,12,,1705094.0,Konditorei,69.54,,Unknown,Unknown,0
2017-05-09,Tuesday,4.0,10.0,12,,1705095.0,Kuchen,289.72,,Unknown,Unknown,0
2017-05-10,Wednesday,7.0,9.25,11,61.0,1705101.0,Brot,110.05,,Rain,Rain,0
2017-05-10,Wednesday,7.0,9.25,11,61.0,1705102.0,Brötchen,336.06,,Rain,Rain,0
2017-05-10,Wednesday,7.0,9.25,11,61.0,1705103.0,Croissant,119.91,,Rain,Rain,0
2017-05-10,Wednesday,7.0,9.25,11,61.0,1705104.0,Konditorei,61.78,,Rain,Rain,0
2017-05-10,Wednesday,7.0,9.25,11,61.0,1705105.0,Kuchen,313.4,,Rain,Rain,0
2017-05-11,Thursday,0.0,13.38,14,,1705111.0,Brot,142.68,,Unknown,Unknown,0
2017-05-11,Thursday,0.0,13.38,14,,1705112.0,Brötchen,363.47,,Unknown,Unknown,0
2017-05-11,Thursday,0.0,13.38,14,,1705113.0,Croissant,131.24,,Unknown,Unknown,0
2017-05-11,Thursday,0.0,13.38,14,,1705114.0,Konditorei,72.89,,Unknown,Unknown,0
2017-05-11,Thursday,0.0,13.38,14,,1705115.0,Kuchen,267.48,,Unknown,Unknown,0
2017-05-12,Friday,7.0,12.75,13,61.0,1705121.0,Brot,155.27,,Rain,Rain,0
2017-05-12,Friday,7.0,12.75,13,61.0,1705122.0,Brötchen,367.75,,Rain,Rain,0
2017-05-12,Friday,7.0,12.75,13,61.0,1705123.0,Croissant,126.14,,Rain,Rain,0
2017-05-12,Friday,7.0,12.75,13,61.0,1705124.0,Konditorei,68.23,,Rain,Rain,0
2017-05-12,Friday,7.0,12.75,13,61.0,1705125.0,Kuchen,327.99,,Rain,Rain,0
2017-05-13,Saturday,6.0,17.88,6,21.0,1705131.0,Brot,132.16,,Rain,Rain,0
2017-05-13,Saturday,6.0,17.88,6,21.0,1705132.0,Brötchen,459.72,,Rain,Rain,0
2017-05-13,Saturday,6.0,17.88,6,21.0,1705133.0,Croissant,209.81,,Rain,Rain,0
2017-05-13,Saturday,6.0,17.88,6,21.0,1705134.0,Konditorei,58.31,,Rain,Rain,0
2017-05-13,Saturday,6.0,17.88,6,21.0,1705135.0,Kuchen,337.81,,Rain,Rain,0
2017-05-14,Sunday,2.0,18.75,12,0.0,1705141.0,Brot,81.78,,Very Good,Very Good,0
2017-05-14,Sunday,2.0,18.75,12,0.0,1705142.0,Brötchen,530.59,,Very Good,Very Good,0
2017-05-14,Sunday,2.0,18.75,12,0.0,1705143.0,Croissant,243.84,,Very Good,Very Good,0
2017-05-14,Sunday,2.0,18.75,12,0.0,1705144.0,Konditorei,165.79,,Very Good,Very Good,0
2017-05-14,Sunday,2.0,18.75,12,0.0,1705145.0,Kuchen,298.52,,Very Good,Very Good,0
2017-05-15,Monday,3.0,17.38,9,0.0,1705151.0,Brot,152.57,,Very Good,Very Good,0
2017-05-15,Monday,3.0,17.38,9,0.0,1705152.0,Brötchen,342.89,,Very Good,Very Good,0
2017-05-15,Monday,3.0,17.38,9,0.0,1705153.0,Croissant,128.73,,Very Good,Very Good,0
2017-05-15,Monday,3.0,17.38,9,0.0,1705154.0,Konditorei,46.94,,Very Good,Very Good,0
2017-05-15,Monday,3.0,17.38,9,0.0,1705155.0,Kuchen,248.36,,Very Good,Very Good,0
2017-05-16,Tuesday,7.0,14.12,8,61.0,1705161.0,Brot,133.17,,Rain,Rain,0
2017-05-16,Tuesday,7.0,14.12,8,61.0,1705162.0,Brötchen,313.76,,Rain,Rain,0
2017-05-16,Tuesday,7.0,14.12,8,61.0,1705163.0,Croissant,124.65,,Rain,Rain,0
2017-05-16,Tuesday,7.0,14.12,8,61.0,1705164.0,Konditorei,87.5,,Rain,Rain,0
2017-05-16,Tuesday,7.0,14.12,8,61.0,1705165.0,Kuchen,286.54,,Rain,Rain,0
2017-05-17,Wednesday,6.0,23.12,7,,1705171.0,Brot,80.78,,Unknown,Unknown,0
2017-05-17,Wednesday,6.0,23.12,7,,1705172.0,Brötchen,280.82,,Unknown,Unknown,0
2017-05-17,Wednesday,6.0,23.12,7,,1705173.0,Croissant,100.51,,Unknown,Unknown,0
2017-05-17,Wednesday,6.0,23.12,7,,1705174.0,Konditorei,52.22,,Unknown,Unknown,0
2017-05-17,Wednesday,6.0,23.12,7,,1705175.0,Kuchen,180.53,,Unknown,Unknown,0
2017-05-18,Thursday,4.0,23.12,12,,1705181.0,Brot,103.5,,Unknown,Unknown,0
2017-05-18,Thursday,4.0,23.12,12,,1705182.0,Brötchen,292.89,,Unknown,Unknown,0
2017-05-18,Thursday,4.0,23.12,12,,1705183.0,Croissant,106.69,,Unknown,Unknown,0
2017-05-18,Thursday,4.0,23.12,12,,1705184.0,Konditorei,48.97,,Unknown,Unknown,0
2017-05-18,Thursday,4.0,23.12,12,,1705185.0,Kuchen,220.51,,Unknown,Unknown,0
2017-05-19,Friday,6.0,17.38,7,21.0,1705191.0,Brot,84.02,,Rain,Rain,0
2017-05-19,Friday,6.0,17.38,7,21.0,1705192.0,Brötchen,323.87,,Rain,Rain,0
2017-05-19,Friday,6.0,17.38,7,21.0,1705193.0,Croissant,122.08,,Rain,Rain,0
2017-05-19,Friday,6.0,17.38,7,21.0,1705194.0,Konditorei,83.34,,Rain,Rain,0
2017-05-19,Friday,6.0,17.38,7,21.0,1705195.0,Kuchen,253.2,,Rain,Rain,0
